Estado;Município;Total domicílios;Água em pelo menos um cômodo;Água no terreno ou propriedade;Não tinham
Paraná;Área 016;9212;9196;16;0
Paraná;Área 017;11545;11402;143;0
Paraná;Área 018;11488;11488;0;0
Paraná;Área 019;8477;8400;77;0
Paraná;Área 020;9764;9703;15;46
Paraná;Área 021;9581;9581;0;0
Paraná;Área 022;10510;10457;53;0
Paraná;Área 023;10787;10649;41;97
Paraná;Área 024;11425;11196;229;0
Paraná;Área 025;10477;10459;18;0
Paraná;Área 026;10161;10161;0;0
Paraná;Área 027;9074;9030;44;0
Paraná;Área 028;9117;9039;39;39
Paraná;Área 029;7921;7849;72;0
Paraná;Área 030;8809;8809;0;0
Paraná;Área 031;10864;10805;59;0
Paraná;Área 032;9612;9293;236;83
Paraná;Área 033;8697;8522;175;0
Paraná;Área 034;8677;8677;0;0
Paraná;Área 035;8508;8508;0;0
Paraná;Área 036;14937;14870;67;0
Paraná;Área 037;9745;9691;0;54
Paraná;Área 038;9017;9000;17;0
Paraná;Área 039;14351;14299;52;0
Paraná;Área 040;12160;12117;18;25
Paraná;Área 041;15461;15437;24;0
Paraná;Área 042;8728;8678;18;32
Paraná;Área 043;8627;8565;0;62
Paraná;Área 044;14296;14147;129;20
Paraná;Área 045;9148;9148;0;0
Paraná;Área 046;11839;11712;110;17
Paraná;Área 047;15560;15058;483;19
Paraná;Área 048;9706;9679;27;0
Paraná;Área 049;10923;10889;17;17
Paraná;Área 050;13492;13119;372;0
Paraná;Área 051;10712;10459;253;0
Paraná;Área 052;8536;8439;83;14
Paraná;Área 053;9123;9084;39;0
Paraná;Área 054;8929;8748;181;0
Paraná;Área 055;8435;8435;0;0
Paraná;Dois Vizinhos;11682;11414;228;39
Paraná;Área 001;4143;4125;11;7
Paraná;Área 002;7539;7289;217;33
Paraná;Fazenda Rio Grande;23696;22352;1250;94
Paraná;Área 001;4232;4217;15;0
Paraná;Área 002;4004;3790;215;0
Paraná;Área 003;7701;7152;488;62
Paraná;Área 004;7759;7194;533;32
Paraná;Foz do Iguaçu;79161;78500;365;297
Paraná;Área 001;3986;3908;56;22
Paraná;Área 002;4034;4022;12;0
Paraná;Área 003;4382;4360;22;0
Paraná;Área 004;4294;4269;0;25
Paraná;Área 005;27469;27306;79;83
Paraná;Área 006;4692;4669;12;10
Paraná;Área 007;4144;4052;92;0
Paraná;Área 008;5105;5077;0;28
Paraná;Área 009;5573;5444;28;101
Paraná;Área 010;7689;7623;54;12
Paraná;Área 011;7794;7769;10;15
Paraná;Francisco Beltrão;25711;25562;88;60
Paraná;Área 001;3995;3940;55;0
Paraná;Área 002;4970;4970;0;0
Paraná;Área 003;4137;4129;0;8
Paraná;Área 004;5592;5592;0;0
Paraná;Área 005;7017;6931;34;52
Paraná;Goioerê;9439;9407;7;25
Paraná;Área 001;4095;4079;0;16
Paraná;Área 002;5344;5327;7;10
Paraná;Guaíra;9689;9479;46;164
Paraná;Área 001;4219;4092;34;92
Paraná;Área 002;5470;5387;11;72
Paraná;Guarapuava;50577;49370;732;475
Paraná;Área 001;4022;3799;43;180
Paraná;Área 002;4372;4096;191;85
Paraná;Área 003;5650;5566;44;40
Paraná;Área 004;5407;5032;279;96
Paraná;Área 005;6237;6226;0;11
Paraná;Área 006;4526;4491;35;0
Paraná;Área 007;4856;4800;26;31
Paraná;Área 008;7246;7200;37;9
Paraná;Área 009;8260;8161;77;23
Paraná;Guaratuba;9995;9814;52;129
Paraná;Área 001;4032;4001;0;31
Paraná;Área 002;5963;5813;52;98
Paraná;Ibiporã;15127;15012;55;60
Paraná;Área 001;6701;6641;0;60
Paraná;Área 002;8426;8371;55;0
Paraná;Imbituva;8538;7928;522;89
Paraná;Área 001;4251;4192;30;29
Paraná;Área 002;4287;3736;492;59
Paraná;Irati;17625;16921;188;515
Paraná;Área 001;4220;3687;80;452
Paraná;Área 002;5327;5258;53;16
Paraná;Área 003;8078;7976;55;47
Paraná;Ivaiporã;10817;10649;87;81
Paraná;Área 001;4082;4010;26;45
Paraná;Área 002;6735;6639;61;36
Paraná;Jacarezinho;12014;11849;137;27
Paraná;Área 001;4526;4420;79;27
Paraná;Área 002;7488;7430;58;0
Paraná;Jaguariaíva;10339;10162;119;59
Paraná;Área 001;5016;4872;109;35
Paraná;Área 002;5323;5289;10;24
Paraná;Lapa;14093;13427;205;461
Paraná;Área 001;5552;5152;84;316
Paraná;Área 002;8541;8275;121;145
Paraná;Laranjeiras do Sul;9604;9099;397;108
Paraná;Área 001;4476;4347;106;23
Paraná;Área 002;5128;4752;291;85
Paraná;Londrina;164898;162883;1802;213
Paraná;Centro;32872;32370;461;41
Paraná;Distritos;6342;6077;207;58
Paraná;Leste;30080;29647;392;41
Paraná;Norte;40605;40047;506;52
Paraná;Oeste;28729;28561;168;0
Paraná;Sul;26270;26181;67;22
Paraná;Mandaguari;10698;10282;416;0
Paraná;Área 001;4146;3906;239;0
Paraná;Área 002;6552;6376;176;0
Paraná;Marechal Cândido Rondon;15744;15744;0;0
Paraná;Área 001;5423;5423;0;0
Paraná;Área 002;10321;10321;0;0
Paraná;Marialva;10047;9960;86;0
Paraná;Área 001;4390;4386;4;0
Paraná;Área 002;5657;5574;82;0
Paraná;Maringá;116793;116114;603;76
Paraná;Área 001;4252;4252;0;0
Paraná;Área 002;4327;4327;0;0
Paraná;Área 003;5699;5699;0;0
Paraná;Área 004;4396;4396;0;0
Paraná;Área 005;4777;4777;0;0
Paraná;Área 006;5207;5207;0;0
Paraná;Área 007;6075;6075;0;0
Paraná;Área 008;5865;5865;0;0
Paraná;Área 009;6243;6220;13;10
Paraná;Área 010;6728;6697;13;18
Paraná;Área 011;6141;6127;12;3
Paraná;Área 012;4251;3928;312;11
Paraná;Área 013;6856;6856;0;0
Paraná;Área 014;4761;4761;0;0
Paraná;Área 015;5539;5280;236;23
Paraná;Área 016;6911;6903;8;0
Paraná;Área 017;6812;6812;0;0
Paraná;Área 018;5331;5320;0;11
Paraná;Área 019;7946;7937;9;0
Paraná;Área 020;8676;8676;0;0
Paraná;Matinhos;9685;9596;48;42
Paraná;Área 001;4369;4319;18;31
Paraná;Área 002;5317;5276;29;11
Paraná;Medianeira;13372;13280;36;56
Paraná;Área 001;5613;5532;36;44
Paraná;Área 002;7760;7747;0;12
Paraná;Paiçandu;11214;10771;443;0
Paraná;Área 001;4144;4144;0;0
Paraná;Área 002;7070;6627;443;0
Paraná;Palmas;11984;11190;540;254
Paraná;Área 001;4631;4091;345;195
Paraná;Área 002;7353;7099;195;58
Paraná;Palmeira;9810;9273;148;388
Paraná;Área 001;3927;3783;115;30
Paraná;Área 002;5883;5491;34;359
Paraná;Palotina;9257;9234;0;23
Paraná;Área 001;4295;4295;0;0
Paraná;Área 002;4962;4939;0;23
Paraná;Paranaguá;40492;39005;532;955
Paraná;Área 001;4196;4103;23;70
Paraná;Área 002;4200;4190;0;10
Paraná;Área 003;6943;6318;214;412
Paraná;Área 004;4550;4468;51;31
Paraná;Área 005;7308;7061;151;96
Paraná;Área 006;4105;3993;31;82
Paraná;Área 007;9190;8871;63;256
Paraná;Paranavaí;26296;26217;34;46
Paraná;Área 001;3967;3958;9;0
Paraná;Área 002;4604;4591;13;0
Paraná;Área 003;4148;4148;0;0
Paraná;Área 004;4925;4925;0;0
Paraná;Área 005;8653;8594;12;46
Paraná;Pato Branco;23409;23083;293;32
Paraná;Área 001;4052;4028;0;24
Paraná;Área 002;4729;4706;14;9
Paraná;Área 003;7179;6962;217;0
Paraná;Área 004;7449;7387;62;0
Paraná;Pinhais;35532;35226;222;84
Paraná;Área 001;4218;4178;40;0
Paraná;Área 002;4640;4629;11;0
Paraná;Área 003;8925;8805;121;0
Paraná;Área 004;8808;8778;11;19
Paraná;Área 005;8941;8837;39;65
Paraná;Piraquara;26128;24937;870;320
Paraná;Área 001;4240;3632;539;70
Paraná;Área 002;4725;4629;28;68
Paraná;Área 003;8148;7712;286;149
Paraná;Área 004;9015;8964;18;33
Paraná;Pitanga;10061;9523;339;199
Paraná;Área 001;4880;4764;37;79
Paraná;Área 002;5181;4759;302;120
Paraná;Ponta Grossa;94819;93449;896;474
Paraná;Área 001;5722;5538;155;29
Paraná;Área 002;5421;5421;0;0
Paraná;Área 003;4315;4047;239;30
Paraná;Área 004;5538;5497;29;12
Paraná;Área 005;5618;5517;13;88
Paraná;Área 006;6547;6506;12;28
Paraná;Área 007;4157;3840;281;36
Paraná;Área 008;7343;7299;22;22
Paraná;Área 009;7790;7669;48;73
Paraná;Área 010;8064;8017;17;30
Paraná;Área 011;6889;6868;0;21
Paraná;Área 012;6242;6149;31;62
Paraná;Área 013;5021;4985;29;8
Paraná;Área 014;7747;7739;8;0
Paraná;Área 015;8405;8358;11;36
Paraná;Prudentópolis;14616;12886;276;1454
Paraná;Área 001;6646;6058;44;543
Paraná;Área 002;7970;6828;232;910
Paraná;Quedas do Iguaçu;9149;8430;419;300
Paraná;Área 001;4196;4083;48;65
Paraná;Área 002;4953;4347;371;235
Paraná;Rio Branco do Sul;9133;8957;80;96
Paraná;Área 001;4087;4070;17;0
Paraná;Área 002;5046;4887;63;96
Paraná;Rio Negro;9574;9147;365;61
Paraná;Área 001;4475;4077;355;43
Paraná;Área 002;5099;5070;10;19
Paraná;Rolândia;18423;18279;136;8
Paraná;Área 001;4414;4375;32;8
Paraná;Área 002;6493;6409;84;0
Paraná;Área 003;7516;7496;20;0
Paraná;Santo Antônio da Platina;13366;12996;327;43
Paraná;Área 001;6580;6388;166;25
Paraná;Área 002;6786;6608;160;18
Paraná;São José dos Pinhais;80728;79758;494;476
Paraná;Regional 1-Centro-Sjp;33800;33498;217;85
Paraná;Regional 2-Oeste-Sjp;18405;18294;51;61
Paraná;Regional 3-Norte-Sjp;10089;9872;147;71
Paraná;Regional 4-Leste-Sjp;7772;7604;59;109
Paraná;Regional 5-Sul-Sjp;5549;5506;9;35
Paraná;Regional 6-Rural-Sjp;5113;4984;11;117
Paraná;São Mateus do Sul;12880;12189;167;524
Paraná;Área 001;5544;5265;57;223
Paraná;Área 002;7336;6924;110;302
Paraná;Sarandi;25971;24782;1179;10
Paraná;Área 001;4367;4126;241;0
Paraná;Área 002;4531;4274;247;10
Paraná;Área 003;4267;4247;20;0
Paraná;Área 004;4705;4652;53;0
Paraná;Área 005;8101;7483;618;0
Paraná;Telêmaco Borba;21737;21648;53;35
Paraná;Área 001;4540;4518;10;12
Paraná;Área 002;6572;6528;33;11
Paraná;Área 003;10625;10602;10;12
Paraná;Toledo;38997;38113;831;54
Paraná;Área 001;4227;4065;153;9
Paraná;Área 002;5291;4982;309;0
Paraná;Área 003;4391;4391;0;0
Paraná;Área 004;4581;4506;31;44
Paraná;Área 005;4830;4830;0;0
Paraná;Área 006;7394;7301;93;0
Paraná;Área 007;8283;8038;245;0
Paraná;Umuarama;33577;33174;358;44
Paraná;Área 001;4728;4467;261;0
Paraná;Área 002;7325;7277;25;24
Paraná;Área 003;4296;4285;0;11
Paraná;Área 004;8447;8422;25;0
Paraná;Área 005;8781;8723;48;10
Paraná;União da Vitória;16388;16162;52;174
Paraná;Área 001;7882;7820;18;44
Paraná;Área 002;8506;8342;33;131
Santa Catarina;Araranguá;19748;18778;468;502
Santa Catarina;Área 001;4227;3782;357;87
Santa Catarina;Área 002;6455;6189;40;227
Santa Catarina;Área 003;9066;8807;71;188
Santa Catarina;Balneário Camboriú;39286;38934;322;29
Santa Catarina;Área 001;4208;4187;12;10
Santa Catarina;Área 002;4442;4442;0;0
Santa Catarina;Área 003;5959;5871;76;12
Santa Catarina;Área 004;5330;5309;21;0
Santa Catarina;Área 005;6583;6583;0;0
Santa Catarina;Área 006;5134;5124;9;0
Santa Catarina;Área 007;7630;7419;204;7
Santa Catarina;Biguaçu;18017;17844;82;91
Santa Catarina;Área 001;4186;4186;0;0
Santa Catarina;Área 002;4970;4970;0;0
Santa Catarina;Área 003;8861;8688;82;91
Santa Catarina;Blumenau;101062;98107;2619;336
Santa Catarina;Asilo;8079;7756;323;0
Santa Catarina;Caminhos do Sul-Leste;5141;4767;346;27
Santa Catarina;Centro-Norte 1;4325;3964;347;14
Santa Catarina;Centro-Norte 2;4465;4456;9;0
Santa Catarina;Colonia;5619;5443;176;0
Santa Catarina;Dois Ribeiroes;5260;5233;27;0
Santa Catarina;Garcia;5337;5258;58;21
Santa Catarina;Grande Velha;5461;5354;107;0
Santa Catarina;Itoupava Norte;4647;4630;7;10
Santa Catarina;Morro da Laguna;4103;3943;120;40
Santa Catarina;Progresso 1;4443;4379;44;20
Santa Catarina;Progresso 2;4104;3975;64;65
Santa Catarina;Ribeirao Branco;7629;7597;31;0
Santa Catarina;Saxonia;4095;4041;32;22
Santa Catarina;Universidade;6870;6590;280;0
Santa Catarina;Vale das Itoupavas 1;5220;5135;0;85
Santa Catarina;Vale das Itoupavas 2;6456;6301;155;0
Santa Catarina;Vale do Testo;4757;4524;201;32
Santa Catarina;Velha;5051;4761;290;0
Santa Catarina;Braço do Norte;8885;8594;197;94
Santa Catarina;Área 001;4485;4439;14;32
Santa Catarina;Área 002;4400;4156;183;62
Santa Catarina;Brusque;33238;32824;248;167
Santa Catarina;Área 001;4298;4175;123;0
Santa Catarina;Área 002;4871;4760;11;100
Santa Catarina;Área 003;6480;6470;10;0
Santa Catarina;Área 004;7721;7641;40;39
Santa Catarina;Área 005;9868;9778;63;27
Santa Catarina;Caçador;21984;21744;123;116
Santa Catarina;Área 001;4509;4456;23;30
Santa Catarina;Área 002;8532;8465;34;33
Santa Catarina;Área 003;8943;8824;66;53
Santa Catarina;Camboriú;18285;17084;1028;173
Santa Catarina;Área 001;3948;3575;343;30
Santa Catarina;Área 002;6389;5740;648;0
Santa Catarina;Área 003;7948;7769;37;142
Santa Catarina;Campos Novos;10514;10279;192;43
Santa Catarina;Área 001;4536;4432;104;0
Santa Catarina;Área 002;5978;5847;88;43
Santa Catarina;Canoinhas;16176;15833;20;322
Santa Catarina;Área 001;7579;7457;10;112
Santa Catarina;Área 002;8597;8376;11;210
Santa Catarina;Chapecó;58789;57897;504;388
Santa Catarina;Área 001;4120;4108;12;0
Santa Catarina;Área 002;4235;4235;0;0
Santa Catarina;Área 003;4630;4416;44;170
Santa Catarina;Área 004;5082;5051;0;31
Santa Catarina;Área 005;5339;5276;38;24
Santa Catarina;Área 006;4025;4009;16;0
Santa Catarina;Área 007;6493;6333;60;101
Santa Catarina;Área 008;5864;5825;24;15
Santa Catarina;Área 009;4371;4284;87;0
Santa Catarina;Área 010;7245;7245;0;0
Santa Catarina;Área 011;7385;7115;223;47
Santa Catarina;Concórdia;23014;22897;51;66
Santa Catarina;Área 001;4166;4166;0;0
Santa Catarina;Área 002;4479;4437;23;19
Santa Catarina;Área 003;6267;6192;28;47
Santa Catarina;Área 004;8102;8102;0;0
Santa Catarina;Criciúma;61583;60597;780;207
Santa Catarina;Distrito de Rio Maina Zona Norte;6276;6189;61;26
Santa Catarina;Distrito de Rio Maina Zona Sul 1;4657;4626;15;16
Santa Catarina;Distrito de Rio Maina Zona Sul 2;5461;5408;45;9
Santa Catarina;Grande Pinheirinho;7686;7656;30;0
Santa Catarina;Grande Prospera;5904;5799;93;12
Santa Catarina;Grande São Luiz;4869;4781;77;11
Santa Catarina;Região Central 1;4490;4470;10;10
Santa Catarina;Região Central 2;5218;5107;111;0
Santa Catarina;Região Central 3;5319;5001;318;0
Santa Catarina;Região Norte;6740;6697;21;22
Santa Catarina;Região Sul;4964;4863;0;101
Santa Catarina;Curitibanos;11716;11474;119;123
Santa Catarina;Área 001;3947;3815;53;79
Santa Catarina;Área 002;7769;7659;66;44
Santa Catarina;Florianópolis;147406;146571;675;160
Santa Catarina;Abraão-Itaguaçú- Bom Abrigo;4325;4162;163;0
Santa Catarina;Agronômica e Trindade Norte;5697;5697;0;0
Santa Catarina;Altos da Felipe Schmidt;4521;4508;13;0
Santa Catarina;Canto e Coloninha;4312;4312;0;0
Santa Catarina;Capoeiras;4921;4912;9;0
Santa Catarina;Centro;5271;5271;0;0
Santa Catarina;Coqueiros;4927;4890;37;0
Santa Catarina;Corrego Grande e Santa Monica;4237;4228;9;0
Santa Catarina;Costeira do Pirajubae;5076;5033;16;26
Santa Catarina;Distrito Cachoeira do Bom Jesus;4474;4464;10;0
Santa Catarina;Distrito Campeche 1;4387;4377;0;10
Santa Catarina;Distrito Campeche 2;4206;4188;0;17
Santa Catarina;Distrito Canasvieiras;6417;6417;0;0
Santa Catarina;Distrito de São João do Rio Vermelho;4567;4525;15;26
Santa Catarina;Distrito Ingleses do Rio Vermelho 1;4725;4725;0;0
Santa Catarina;Distrito Ingleses do Rio Vermelho 2;5523;5514;0;9
Santa Catarina;Distrito Ribeirao da Ilha 1;4483;4438;35;10
Santa Catarina;Distrito Ribeirao da Ilha 2;4073;4053;20;0
Santa Catarina;Distritos Lagoa da Conceicao e Barra da Lagoa;6504;6451;26;27
Santa Catarina;Distritos Pantano do Sul e Parte do Campeche Sul;4688;4665;23;0
Santa Catarina;Distritos Santo Antônio de Lisboa, Ratones e Parte da Cachoei;4775;4734;21;20
Santa Catarina;Estreito e Balneario;4179;4006;173;0
Santa Catarina;Itacorubi;6182;6182;0;0
Santa Catarina;Jardim Atlantico;4373;4373;0;0
Santa Catarina;Joao Paulo, Monte Verde e Saco Grande;5998;5966;32;0
Santa Catarina;Macico Norte;4287;4276;11;0
Santa Catarina;Macico Sul;4185;4150;20;15
Santa Catarina;Mauro Ramos;4600;4600;0;0
Santa Catarina;Monte Cristo;4282;4251;31;0
Santa Catarina;Saco dos Limoes e Trindade Sul;7213;7202;10;0
Santa Catarina;Fraiburgo;10510;10313;164;33
Santa Catarina;Área 001;4985;4959;12;14
Santa Catarina;Área 002;5525;5354;152;19
Santa Catarina;Gaspar;17920;16718;994;208
Santa Catarina;Área 001;3973;3792;78;104
Santa Catarina;Área 002;6036;5229;733;74
Santa Catarina;Área 003;7912;7697;184;31
Santa Catarina;Guaramirim;10674;9340;886;448
Santa Catarina;Área 001;4075;4007;44;25
Santa Catarina;Área 002;6599;5333;842;424
Santa Catarina;Içara;18528;18091;272;165
Santa Catarina;Área 001;4488;4405;56;27
Santa Catarina;Área 002;6594;6463;67;64
Santa Catarina;Área 003;7446;7223;149;74
Santa Catarina;Imbituba;13164;12821;32;311
Santa Catarina;Área 001;6183;6128;0;55
Santa Catarina;Área 002;6982;6693;32;256
Santa Catarina;Indaial;17367;17274;0;93
Santa Catarina;Área 001;4332;4315;0;17
Santa Catarina;Área 002;6344;6304;0;40
Santa Catarina;Área 003;6691;6655;0;36
Santa Catarina;Itajaí;57731;57454;121;155
Santa Catarina;Área 001;4318;4297;12;9
Santa Catarina;Área 002;4253;4235;18;0
Santa Catarina;Área 003;4379;4360;9;10
Santa Catarina;Área 004;4369;4369;0;0
Santa Catarina;Área 005;10097;10057;19;21
Santa Catarina;Área 006;4234;4227;7;0
Santa Catarina;Área 007;4477;4469;8;0
Santa Catarina;Área 008;4803;4784;20;0
Santa Catarina;Área 009;6689;6675;10;5
Santa Catarina;Área 010;10111;9983;18;110
Santa Catarina;Itapema;15006;14904;26;76
Santa Catarina;Área 001;7124;7066;19;38
Santa Catarina;Área 002;7882;7838;7;38
Santa Catarina;Jaraguá do Sul;45106;44565;368;173
Santa Catarina;Área 001;4917;4841;46;29
Santa Catarina;Área 002;4856;4729;54;73
Santa Catarina;Área 003;4917;4910;7;0
Santa Catarina;Área 004;5027;5002;0;25
Santa Catarina;Área 005;4052;4042;0;10
Santa Catarina;Área 006;4509;4459;50;0
Santa Catarina;Área 007;7232;7216;16;0
Santa Catarina;Área 008;9595;9366;193;36
Santa Catarina;Joaçaba;9061;9035;19;7
Santa Catarina;Área 001;4442;4442;0;0
Santa Catarina;Área 002;4619;4593;19;7
Santa Catarina;Joinville;160690;158202;2129;359
Santa Catarina;Adhemar Garcia e Jarivatuba;6459;6313;136;10
Santa Catarina;Aventureiro 1;5738;5441;256;41
Santa Catarina;Aventureiro 2;5066;5058;8;0
Santa Catarina;Boa Vista;5392;5277;92;23
Santa Catarina;Boehmerwaldt;4842;4813;0;29
Santa Catarina;Bom Retiro, Santo Antônio e Jardim Sofia;8167;7926;206;35
Santa Catarina;Bucarem e Guanabara;5620;5601;0;19
Santa Catarina;Centro e America;6350;6285;65;0
Santa Catarina;Comasa;5870;5833;27;10
Santa Catarina;Costa e Silva 1;4766;4745;11;10
Santa Catarina;Costa e Silva 2;4397;4297;100;0
Santa Catarina;Fatima;4247;4216;6;25
Santa Catarina;Floresta;5918;5905;0;13
Santa Catarina;Gloria, Atiradores e Anita Garibaldi 1;4016;4016;0;0
Santa Catarina;Gloria, Atiradores e Anita Garibaldi 2;4328;4326;2;0
Santa Catarina;Iririu;7174;7150;18;6
Santa Catarina;Itaum;4561;4378;175;8
Santa Catarina;Jardim Iririu;6711;6711;0;0
Santa Catarina;Jardim Paraíso;4737;4602;125;10
Santa Catarina;Joao Costa e Parque Guarani;6459;6196;263;0
Santa Catarina;Leste Joinville Com Vila Cubatao, Espinheiros E;4227;3961;266;0
Santa Catarina;Petrópolis;3985;3926;51;8
Santa Catarina;Pirabeiraba e Rural Oeste;6846;6795;19;32
Santa Catarina;Saguacu;4617;4597;0;20
Santa Catarina;Santa Catarina, Profipo e Itinga;5019;5010;9;0
Santa Catarina;São Marcos, Nova Brasilia e Morro do Meio;7592;7512;41;39
Santa Catarina;Ulisses Guimaraes e Paranaguá Mirim 1;5194;4988;196;10
Santa Catarina;Ulisses Guimaraes e Paranaguá Mirim 2;5064;5014;40;10
Santa Catarina;Vila Nova;7327;7309;18;0
Santa Catarina;Lages;49323;48934;207;182
Santa Catarina;Área 001;4192;4123;13;56
Santa Catarina;Área 002;5317;5276;0;41
Santa Catarina;Área 003;4150;4057;93;0
Santa Catarina;Área 004;5499;5453;13;33
Santa Catarina;Área 005;4448;4448;0;0
Santa Catarina;Área 006;6254;6225;12;17
Santa Catarina;Área 007;4337;4304;20;13
Santa Catarina;Área 008;6753;6682;50;21
Santa Catarina;Área 009;8373;8365;8;0
Santa Catarina;Laguna;17245;16724;215;306
Santa Catarina;Área 001;4120;4037;9;74
Santa Catarina;Área 002;5555;5363;150;42
Santa Catarina;Área 003;7570;7324;55;191
Santa Catarina;Mafra;16561;16214;108;239
Santa Catarina;Área 001;7991;7835;41;115
Santa Catarina;Área 002;8570;8379;67;124
Santa Catarina;Navegantes;18540;17723;807;10
Santa Catarina;Área 001;4069;3507;561;0
Santa Catarina;Área 002;5449;5416;32;0
Santa Catarina;Área 003;9023;8799;214;10
Santa Catarina;Palhoça;42984;42014;636;335
Santa Catarina;Área 001;4362;3880;377;105
Santa Catarina;Área 002;4261;4249;12;0
Santa Catarina;Área 003;4426;4426;0;0
Santa Catarina;Área 004;4610;4486;124;0
Santa Catarina;Área 005;4323;4323;0;0
Santa Catarina;Área 006;8060;8053;7;0
Santa Catarina;Área 007;12942;12596;116;229
Santa Catarina;Pomerode;8553;8369;141;42
Santa Catarina;Área 001;4094;3953;141;0
Santa Catarina;Área 002;4459;4417;0;42
Santa Catarina;Porto União;10419;10396;0;22
Santa Catarina;Área 001;4033;4022;0;11
Santa Catarina;Área 002;6386;6375;0;11
Santa Catarina;Rio do Sul;19947;19539;281;126
Santa Catarina;Área 001;4760;4628;88;44
Santa Catarina;Área 002;7067;7039;18;10
Santa Catarina;Área 003;8120;7873;175;72
Santa Catarina;Rio Negrinho;11944;11770;20;154
Santa Catarina;Área 001;4669;4540;20;109
Santa Catarina;Área 002;7275;7230;0;45
Santa Catarina;São Bento do Sul;23831;23650;118;64
Santa Catarina;Área 001;4185;4147;23;15
Santa Catarina;Área 002;4599;4566;12;20
Santa Catarina;Área 003;7287;7216;52;19
Santa Catarina;Área 004;7760;7721;30;9
Santa Catarina;São Francisco do Sul;13484;13212;67;205
Santa Catarina;Área 001;5669;5661;8;0
Santa Catarina;Área 002;7815;7551;59;205
Santa Catarina;São João Batista;8124;7243;859;21
Santa Catarina;Área 001;4088;3652;426;10
Santa Catarina;Área 002;4036;3592;434;11
Santa Catarina;São José;69570;69126;361;83
Santa Catarina;Área 001;4511;4499;12;0
Santa Catarina;Área 002;4640;4640;0;0
Santa Catarina;Área 003;5358;5334;10;14
Santa Catarina;Área 004;4397;4386;0;11
Santa Catarina;Área 005;4181;4105;77;0
Santa Catarina;Área 006;4324;4315;0;9
Santa Catarina;Área 007;4497;4476;7;15
Santa Catarina;Área 008;4898;4833;66;0
Santa Catarina;Área 009;4478;4466;12;0
Santa Catarina;Área 010;5128;5128;0;0
Santa Catarina;Área 011;5234;5234;0;0
Santa Catarina;Área 012;4146;4138;0;9
Santa Catarina;Área 013;5160;5006;140;14
Santa Catarina;Área 014;4413;4397;16;0
Santa Catarina;Área 015;4203;4168;23;12
Santa Catarina;São Miguel do Oeste;12227;12146;44;36
Santa Catarina;Área 001;4295;4253;22;19
Santa Catarina;Área 002;7932;7893;22;17
Santa Catarina;Sombrio;8583;8203;199;180
Santa Catarina;Área 001;3964;3685;109;169
Santa Catarina;Área 002;4619;4518;90;11
Santa Catarina;Tijucas;9776;9740;24;12
Santa Catarina;Área 001;4665;4653;0;12
Santa Catarina;Área 002;5111;5087;24;0
Santa Catarina;Timbó;11648;11447;0;201
Santa Catarina;Área 001;4597;4480;0;117
Santa Catarina;Área 002;7051;6967;0;84
Santa Catarina;Três Barras;5261;5070;27;164
Santa Catarina;Distrito 05 de Três Barras;2981;2890;24;67
Santa Catarina;Distrito 10 de Três Barras;2280;2180;3;97
Santa Catarina;Tubarão;32460;31769;538;153
Santa Catarina;Área 001;4144;4138;6;0
Santa Catarina;Área 002;4088;3982;31;74
Santa Catarina;Área 003;6869;6695;132;42
Santa Catarina;Área 004;4756;4500;245;12
Santa Catarina;Área 005;4641;4589;36;16
Santa Catarina;Área 006;7962;7866;87;10
Santa Catarina;Videira;15312;15155;126;31
Santa Catarina;Área 001;7337;7238;79;20
Santa Catarina;Área 002;7975;7917;47;11
Santa Catarina;Xanxerê;13712;13625;59;29
Santa Catarina;Área 001;6234;6147;59;29
Santa Catarina;Área 002;7478;7478;0;0
Rio Grande do Sul;Alegrete;25886;25153;242;492
Rio Grande do Sul;Área 001;4104;4024;27;53
Rio Grande do Sul;Área 002;4273;4172;76;25
Rio Grande do Sul;Área 003;8112;7707;88;317
Rio Grande do Sul;Área 004;9397;9250;51;97
Rio Grande do Sul;Alvorada;60176;59092;638;446
Rio Grande do Sul;Algarve;8414;8311;26;77
Rio Grande do Sul;Americana;8454;8381;45;28
Rio Grande do Sul;Aparecida;4624;4524;29;71
Rio Grande do Sul;Centro;5850;5784;0;66
Rio Grande do Sul;Formosa;6753;6697;9;47
Rio Grande do Sul;Intersul;6197;5791;361;45
Rio Grande do Sul;Maria Regina;5742;5689;21;32
Rio Grande do Sul;Piratini;5386;5293;55;38
Rio Grande do Sul;Umbu-Industrial;8756;8623;92;41
Rio Grande do Sul;Bagé;38516;38044;217;256
Rio Grande do Sul;Área 001;4367;4345;0;22
Rio Grande do Sul;Área 002;11129;11058;58;13
Rio Grande do Sul;Área 003;5113;5005;48;60
Rio Grande do Sul;Área 004;7866;7698;39;129
Rio Grande do Sul;Área 005;10041;9938;71;32
Rio Grande do Sul;Bento Gonçalves;36487;36347;112;28
Rio Grande do Sul;Área 001;4650;4650;0;0
Rio Grande do Sul;Área 002;4196;4157;22;17
Rio Grande do Sul;Área 003;4465;4455;10;0
Rio Grande do Sul;Área 004;4084;4069;15;0
Rio Grande do Sul;Área 005;4723;4712;0;11
Rio Grande do Sul;Área 006;7014;6969;45;0
Rio Grande do Sul;Área 007;7355;7335;20;0
Rio Grande do Sul;Caçapava do Sul;12062;11788;118;156
Rio Grande do Sul;Área 001;5238;5208;22;8
